name,code,city,country,region,latitude,longitude
Rick Husband Amarillo International Airport,AMA,Amarillo,United States,North America,0.0,0.0
Anchorage International Airport,ANC,Anchorage,United States,North America,0.0,0.0
Appleton International Airport,ATW,Appleton,United States,North America,0.0,0.0
Hartsfield–Jackson Atlanta International Airport,ATL,Atlanta,United States,North America,33.6407,-84.4277
Atlantic City International Airport,ACY,Atlantic City,United States,North America,0.0,0.0
Austin–Bergstrom International Airport,AUS,Austin (TX),United States,North America,0.0,0.0
Baltimore/Washington International Airport,BWI,Baltimore,United States,North America,39.1774,-76.6684
Bangor International Airport,BGR,Bangor,United States,North America,0.0,0.0
Baudette International Airport,BDE,Baudette,United States,North America,0.0,0.0
Bellingham International Airport,BLI,Bellingham,United States,North America,0.0,0.0
Birmingham–Shuttlesworth International Airport,BHM,Birmingham,United States,North America,0.0,0.0
Boise Airport,BOI,Boise,United States,North America,0.0,0.0
Logan International Airport,BOS,Boston,United States,North America,42.3656,-71.0096
Brownsville/South Padre Island International Airport,BRO,Brownsville,United States,North America,0.0,0.0
Buffalo Niagara International Airport,BUF,Buffalo,United States,North America,0.0,0.0
Calexico International Airport,CXL,Calexico,United States,North America,0.0,0.0
Charlotte Douglas International Airport,CLT,Charlotte,United States,North America,35.2144,-80.9473
Charleston International Airport,CHS,Charleston (SC),United States,North America,0.0,0.0
Midway International Airport,MDW,Chicago,United States,North America,0.0,0.0
Cincinnati/Northern Kentucky International Airport,CVG,Cincinnati (OH) (Hebron),United States,North America,0.0,0.0
Cleveland Hopkins International Airport,CLE,Cleveland,United States,North America,0.0,0.0
Columbia Metropolitan Airport,CAE,Columbia (SC),United States,North America,0.0,0.0
John Glenn Columbus International Airport,CMH,Columbus (OH),United States,North America,0.0,0.0
Corpus Christi International Airport,CRP,Corpus Christi,United States,North America,0.0,0.0
Dallas Love Field,DAL,Dallas,United States,North America,0.0,0.0
Dallas/Fort Worth International Airport,DFW,Dallas/Fort Worth,United States,North America,32.8998,-97.0403
Dayton International Airport,DAY,Dayton (OH),United States,North America,0.0,0.0
Denver International Airport,DEN,Denver,United States,North America,39.8561,-104.6737
Des Moines International Airport,DSM,Des Moines (IA),United States,North America,0.0,0.0
Detroit Metropolitan Airport,DTW,Detroit,United States,North America,42.2162,-83.3554
Duluth International Airport,DLH,Duluth,United States,North America,0.0,0.0
El Paso International Airport,ELP,El Paso,United States,North America,0.0,0.0
Erie International Airport,ERI,Erie,United States,North America,0.0,0.0
Fairbanks International Airport,FAI,Fairbanks,United States,North America,0.0,0.0
Fort Lauderdale–Hollywood International Airport,FLL,Fort Lauderdale,United States,North America,26.0742,-80.1506
Southwest Florida International Airport,RSW,Fort Myers,United States,North America,0.0,0.0
Fresno Yosemite International Airport,FAT,Fresno,United States,North America,0.0,0.0
Gary/Chicago International Airport,GYY,Gary,United States,North America,0.0,0.0
Gerald R. Ford International Airport,GRR,Grand Rapids,United States,North America,0.0,0.0
Green Bay–Austin Straubel International Airport,GRB,Green Bay,United States,North America,0.0,0.0
Piedmont Triad International Airport,GSO,Greensboro,United States,North America,0.0,0.0
Greenville-Spartanburg International Airport,GSP,Greenville,United States,North America,0.0,0.0
Gulfport-Biloxi International Airport,GPT,Gulfport,United States,North America,0.0,0.0
Valley International Airport,HRL,Harlingen,United States,North America,0.0,0.0
Harrisburg International Airport,MDT,Harrisburg,United States,North America,0.0,0.0
Bradley International Airport,BDL,Hartford (CT),United States,North America,0.0,0.0
Hilo International Airport,ITO,Hilo,United States,North America,0.0,0.0
Daniel K. Inouye International Airport,HNL,Honolulu,United States,North America,21.3099,-157.8581
George Bush Intercontinental Airport,IAH,Houston,United States,North America,29.9902,-95.3368
Huntsville International Airport,HSV,Huntsville (AL),United States,North America,0.0,0.0
Indianapolis International Airport,IND,Indianapolis,United States,North America,0.0,0.0
Falls International Airport,INL,International Falls,United States,North America,0.0,0.0
Jackson–Medgar Wiley Evers International Airport,JAN,Jackson (MS),United States,North America,0.0,0.0
Jacksonville International Airport,JAX,Jacksonville,United States,North America,0.0,0.0
Juneau International Airport,JNU,Juneau,United States,North America,0.0,0.0
Kona International Airport,KOA,Kailua-Kona,United States,North America,0.0,0.0
Kansas City International Airport,MCI,Kansas City (MO),United States,North America,0.0,0.0
Ketchikan International Airport,KTN,Ketchikan,United States,North America,0.0,0.0
Key West International Airport,EYW,Key West,United States,North America,0.0,0.0
Kissimmee Gateway Airport,ISM,Kissimmee,United States,North America,0.0,0.0
McGhee Tyson Airport,TYS,Knoxville,United States,North America,0.0,0.0
Lakeland Linder International Airport,LAL,Lakeland,United States,North America,0.0,0.0
Capital Region International Airport,LAN,Lansing,United States,North America,0.0,0.0
Harry Reid International Airport,LAS,Las Vegas,United States,North America,36.084,-115.1537
Bill and Hillary Clinton National Airport,LIT,Little Rock,United States,North America,0.0,0.0
Los Angeles International Airport,LAX,Los Angeles,United States,North America,33.9425,-118.4081
Louisville International Airport,SDF,Louisville,United States,North America,0.0,0.0
Lubbock Preston Smith International Airport,LBB,Lubbock,United States,North America,0.0,0.0
Dane County Regional Airport,MSN,Madison (WI),United States,North America,0.0,0.0
McAllen Miller International Airport,MFE,McAllen,United States,North America,0.0,0.0
Melbourne Orlando International Airport,MLB,Melbourne (FL),United States,North America,0.0,0.0
Memphis International Airport,MEM,Memphis,United States,North America,0.0,0.0
Miami International Airport,MIA,Miami,United States,North America,25.7959,-80.287
Midland International Air and Space Port,MAF,Midland/Odessa,United States,North America,0.0,0.0
General Mitchell International Airport,MKE,Milwaukee,United States,North America,0.0,0.0
Minneapolis/St. Paul International Airport,MSP,Minneapolis/St. Paul,United States,North America,44.8848,-93.2223
Myrtle Beach International Airport,MYR,Myrtle Beach,United States,North America,0.0,0.0
Nashville International Airport,BNA,Nashville,United States,North America,0.0,0.0
Louis Armstrong New Orleans International Airport,MSY,New Orleans,United States,North America,0.0,0.0
John F. Kennedy International Airport,JFK,New York City (Queens),United States,North America,40.6413,-73.7781
Newark Liberty International Airport,EWR,Newark,United States,North America,40.6895,-74.1745
Stewart International Airport,SWF,Newburgh,United States,North America,0.0,0.0
Newport News/Williamsburg International Airport,PHF,Newport News,United States,North America,0.0,0.0
Niagara Falls International Airport,IAG,Niagara Falls,United States,North America,0.0,0.0
Norfolk International Airport,ORF,Norfolk (VA),United States,North America,0.0,0.0
Oakland International Airport,OAK,Oakland,United States,North America,0.0,0.0
Will Rogers World Airport,OKC,Oklahoma City,United States,North America,0.0,0.0
Eppley Airfield,OMA,Omaha,United States,North America,0.0,0.0
Ontario International Airport,ONT,Ontario,United States,North America,0.0,0.0
John Wayne Airport,SNA,Orange County (CA),United States,North America,0.0,0.0
Orlando International Airport,MCO,Orlando,United States,North America,28.4312,-81.3081
Palm Springs International Airport,PSP,Palm Springs,United States,North America,0.0,0.0
Northwest Florida Beaches International Airport,ECP,Panama City (FL),United States,North America,0.0,0.0
Pensacola International Airport,PNS,Pensacola,United States,North America,0.0,0.0
Philadelphia International Airport,PHL,Philadelphia,United States,North America,39.8744,-75.2424
Phoenix Sky Harbor International Airport,PHX,Phoenix,United States,North America,33.4342,-112.0116
Phoenix–Mesa Gateway Airport,AZA,Phoenix/Mesa,United States,North America,0.0,0.0
Pittsburgh International Airport,PIT,Pittsburgh,United States,North America,0.0,0.0
Portland International Jetport,PWM,Portland (ME),United States,North America,0.0,0.0
Portland International Airport,PDX,Portland (OR),United States,North America,0.0,0.0
Rhode Island T. F. Green International Airport,PVD,Providence (Warwick),United States,North America,0.0,0.0
Batten International Airport,RAC,Racine,United States,North America,0.0,0.0
Raleigh–Durham International Airport,RDU,Raleigh/Durham,United States,North America,0.0,0.0
Reno–Tahoe International Airport,RNO,Reno,United States,North America,0.0,0.0
Richmond International Airport,RIC,Richmond (VA) (Sandston),United States,North America,0.0,0.0
Rochester International Airport,RST,Rochester (MN),United States,North America,0.0,0.0
Greater Rochester International Airport,ROC,Rochester (NY),United States,North America,0.0,0.0
Chicago Rockford International Airport,RFD,Rockford (IL),United States,North America,0.0,0.0
Sacramento International Airport,SMF,Sacramento,United States,North America,0.0,0.0
Salt Lake City International Airport,SLC,Salt Lake City,United States,North America,40.7899,-111.9791
San Antonio International Airport,SAT,San Antonio,United States,North America,0.0,0.0
San Bernardino International Airport,SBD,San Bernardino,United States,North America,0.0,0.0
San Diego International Airport,SAN,San Diego,United States,North America,0.0,0.0
San Francisco International Airport,SFO,San Francisco,United States,North America,37.6213,-122.379
San Jose International Airport,SJC,San Jose (CA),United States,North America,0.0,0.0
Orlando Sanford International Airport,SFB,Sanford (FL),United States,North America,0.0,0.0
Sarasota–Bradenton International Airport,SRQ,Sarasota/Bradenton,United States,North America,0.0,0.0
Savannah/Hilton Head International Airport,SAV,Savannah (GA),United States,North America,0.0,0.0
Kenmore Air Harbor Seaplane Base,LKE,Seattle,United States,North America,0.0,0.0
Sheboygan County Memorial Airport,SBM,Sheboygan,United States,North America,0.0,0.0
Paine Field,PAE,Everett (WA),United States,North America,0.0,0.0
Spokane International Airport,GEG,Spokane,United States,North America,0.0,0.0
St. Louis Lambert International Airport,STL,St. Louis,United States,North America,0.0,0.0
St. Pete–Clearwater International Airport,PIE,St. Petersburg (FL),United States,North America,0.0,0.0
Syracuse Hancock International Airport,SYR,Syracuse,United States,North America,0.0,0.0
Tallahassee International Airport,TLH,Tallahassee,United States,North America,0.0,0.0
Tampa International Airport,TPA,Tampa,United States,North America,0.0,0.0
Tucson International Airport,TUS,Tucson,United States,North America,0.0,0.0
Tulsa International Airport,TUL,Tulsa,United States,North America,0.0,0.0
Ronald Reagan Washington National Airport**,DCA,"Washington, D.C.",United States,North America,0.0,0.0
Palm Beach International Airport,PBI,West Palm Beach,United States,North America,0.0,0.0
Wilkes-Barre/Scranton International Airport,AVP,Wilkes-Barre/Scranton,United States,North America,0.0,0.0
Wilmington International Airport,ILM,Wilmington (NC),United States,North America,0.0,0.0
Ministro Pistarini International Airport,EZE,Buenos Aires,Argentina,South America,-34.8222,-58.5358
San Carlos de Bariloche Airport,BRC,Bariloche,Argentina,South America,0.0,0.0
General Enrique Mosconi International Airport,CRD,Comodoro Rivadavia,Argentina,South America,0.0,0.0
Ingeniero Aeronáutico Ambrosio L.V. Taravella International Airport,COR,Córdoba,Argentina,South America,0.0,0.0
Doctor Fernando Piragine Niveyro International Airport,CNQ,Corrientes,Argentina,South America,0.0,0.0
Comandante Armando Tola International Airport,FTE,El Calafate,Argentina,South America,0.0,0.0
El Palomar Airport,EPA,El Palomar,Argentina,South America,0.0,0.0
Brigadier General Antonio Parodi International Airport,EQS,Esquel,Argentina,South America,0.0,0.0
Formosa International Airport,FMA,Formosa,Argentina,South America,0.0,0.0
Ástor Piazzolla International Airport,MDQ,Mar del Plata,Argentina,South America,0.0,0.0
Governor Francisco Gabrielli International Airport,MDZ,Mendoza,Argentina,South America,0.0,0.0
Presidente Perón International Airport,NQN,Neuquén,Argentina,South America,0.0,0.0
Libertador General José de San Martín Airport,PSS,Posadas,Argentina,South America,0.0,0.0
Cataratas del Iguazú International Airport,IGR,Puerto Iguazú,Argentina,South America,0.0,0.0
Resistencia International Airport,RES,Resistencia,Argentina,South America,0.0,0.0
Piloto Civil Norberto Fernández International Airport,RGL,Río Gallegos,Argentina,South America,0.0,0.0
Hermes Quijada International Airport,RGA,Río Grande,Argentina,South America,0.0,0.0
Rosario – Islas Malvinas International Airport,ROS,Rosario,Argentina,South America,0.0,0.0
Martín Miguel de Güemes International Airport,SLA,Salta,Argentina,South America,0.0,0.0
Teniente Benjamín Matienzo International Airport,TUC,San Miguel de Tucumán,Argentina,South America,0.0,0.0
Gobernador Horacio Guzmán International Airport,JUJ,San Salvador de Jujuy,Argentina,South America,0.0,0.0
Valle del Conlara Airport,RLO,Santa Rosa del Conlara,Argentina,South America,0.0,0.0
Termas de Río Hondo International Airport,RHD,Termas de Río Hondo,Argentina,South America,0.0,0.0
Almirante Marcos A. Zar Airport,REL,Trelew,Argentina,South America,0.0,0.0
Ushuaia – Malvinas Argentinas International Airport,USH,Ushuaia,Argentina,South America,0.0,0.0
El Alto International Airport,LPB,La Paz,Bolivia,South America,0.0,0.0
Viru Viru International Airport,VVI,Santa Cruz de la Sierra,Bolivia,South America,0.0,0.0
Jorge Wilstermann International Airport,CBB,Cochabamba,Bolivia,South America,0.0,0.0
Santa Maria Airport,AJU,Aracaju,Brazil,South America,0.0,0.0
Val de Cães International Airport,BEL,Belém,Brazil,South America,0.0,0.0
Tancredo Neves International Airport,CNF,Belo Horizonte,Brazil,South America,0.0,0.0
Boa Vista International Airport,BVB,Boa Vista,Brazil,South America,0.0,0.0
Brasília International Airport,BSB,Brasília,Brazil,South America,0.0,0.0
Viracopos International Airport,VCP,Campinas,Brazil,South America,0.0,0.0
Campo Grande International Airport,CGR,Campo Grande,Brazil,South America,0.0,0.0
Marechal Rondon International Airport,CGB,Cuiabá,Brazil,South America,0.0,0.0
Afonso Pena International Airport,CWB,Curitiba,Brazil,South America,0.0,0.0
Hercílio Luz International Airport,FLN,Florianópolis,Brazil,South America,0.0,0.0
Pinto Martins International Airport,FOR,Fortaleza,Brazil,South America,0.0,0.0
Foz do Iguaçu International Airport,IGU,Foz do Iguaçu,Brazil,South America,0.0,0.0
Santa Genoveva Airport,GYN,Goiânia,Brazil,South America,0.0,0.0
Presidente Castro Pinto International Airport,JPA,João Pessoa,Brazil,South America,0.0,0.0
Zumbi dos Palmares International Airport,MCZ,Maceió,Brazil,South America,0.0,0.0
Eduardo Gomes International Airport,MAO,Manaus,Brazil,South America,0.0,0.0
Greater Natal International Airport,NAT,Natal,Brazil,South America,0.0,0.0
Petrolina Airport,PNZ,Petrolina,Brazil,South America,0.0,0.0
Salgado Filho Porto Alegre International Airport,POA,Porto Alegre,Brazil,South America,0.0,0.0
Governador Jorge Teixeira de Oliveira International Airport,PVH,Porto Velho,Brazil,South America,0.0,0.0
Guararapes International Airport,REC,Recife,Brazil,South America,0.0,0.0
Rio Branco International Airport,RBR,Rio Branco,Brazil,South America,0.0,0.0
Rio de Janeiro/Galeão International Airport,GIG,Rio de Janeiro,Brazil,South America,-22.8099,-43.2505
Deputado Luís Eduardo Magalhães International Airport,SSA,Salvador,Brazil,South America,0.0,0.0
Marechal Cunha Machado International Airport,SLZ,São Luís,Brazil,South America,0.0,0.0
São Paulo–Congonhas Airport,CGH,São Paulo,Brazil,South America,0.0,0.0
Teresina Airport,THE,Teresina,Brazil,South America,0.0,0.0
Uberlândia Airport,UDI,Uberlândia,Brazil,South America,0.0,0.0
Eurico de Aguiar Salles Airport,VIX,Vitória,Brazil,South America,0.0,0.0
Andrés Sabella Gálvez International Airport,ANF,Antofagasta,Chile,South America,0.0,0.0
Carriel Sur International Airport,CCP,Concepción,Chile,South America,0.0,0.0
El Tepual International Airport,PMC,Puerto Montt,Chile,South America,0.0,0.0
Presidente Carlos Ibáñez del Campo International Airport,PUQ,Punta Arenas,Chile,South America,0.0,0.0
Arturo Merino Benítez International Airport,SCL,Santiago,Chile,South America,-33.393,-70.7858
El Edén International Airport,AXM,Armenia,Colombia,South America,0.0,0.0
Ernesto Cortissoz International Airport,BAQ,Barranquilla,Colombia,South America,0.0,0.0
El Dorado International Airport,BOG,Bogotá,Colombia,South America,4.7016,-74.1469
Palonegro International Airport,BGA,Bucaramanga,Colombia,South America,0.0,0.0
Gerardo Tobar López Airport,BUN,Buenaventura,Colombia,South America,0.0,0.0
Alfonso Bonilla Aragón International Airport,CLO,Cali,Colombia,South America,0.0,0.0
Rafael Núñez International Airport,CTG,Cartagena,Colombia,South America,0.0,0.0
Camilo Daza International Airport,CUC,Cúcuta,Colombia,South America,0.0,0.0
Perales Airport,IBE,Ibagué,Colombia,South America,0.0,0.0
San Luis Airport,IPI,Ipiales,Colombia,South America,0.0,0.0
Gustavo Artunduaga Paredes Airport,FLA,Florencia,Colombia,South America,0.0,0.0
Alfredo Vásquez Cobo International Airport,LET,Leticia,Colombia,South America,0.0,0.0
Jorge Isaacs Airport,MCJ,Maicao,Colombia,South America,0.0,0.0
La Nubia Airport,MZL,Manizales,Colombia,South America,0.0,0.0
José María Córdova International Airport,MDE,Medellín,Colombia,South America,0.0,0.0
Fabio Alberto León Bentley Airport,MVP,Mitú,Colombia,South America,0.0,0.0
Los Garzones Airport,MTR,Montería,Colombia,South America,0.0,0.0
Benito Salas Airport,NVA,Neiva,Colombia,South America,0.0,0.0
Antonio Nariño Airport,PSO,Pasto,Colombia,South America,0.0,0.0
Matecaña International Airport,PEI,Pereira,Colombia,South America,0.0,0.0
Guillermo León Valencia Airport,PPN,Popayán,Colombia,South America,0.0,0.0
El Embrujo Airport,PVA,Providence Island,Colombia,South America,0.0,0.0
El Caraño Airport,UIB,Quibdó,Colombia,South America,0.0,0.0
Almirante Padilla Airport,RCH,Riohacha,Colombia,South America,0.0,0.0
Gustavo Rojas Pinilla International Airport,ADZ,San Andrés,Colombia,South America,0.0,0.0
Golfo de Morrosquillo Airport,TLU,Tolú,Colombia,South America,0.0,0.0
La Florida Airport,TCO,Tumaco,Colombia,South America,0.0,0.0
Simón Bolívar International Airport,SMR,Santa Marta,Colombia,South America,0.0,0.0
Las Brujas Airport,CZU,Sincelejo,Colombia,South America,0.0,0.0
Alfonso López Pumarejo Airport,VUP,Valledupar,Colombia,South America,0.0,0.0
La Vanguardia Airport,VVC,Villavicencio,Colombia,South America,0.0,0.0
El Alcaraván Airport,EYP,Yopal,Colombia,South America,0.0,0.0
Mariscal Lamar International Airport,CUE,Cuenca,Ecuador,South America,0.0,0.0
Carlos Concha Torres International Airport,ESM,Esmeraldas,Ecuador,South America,0.0,0.0
José Joaquín de Olmedo International Airport,GYE,Guayaquil,Ecuador,South America,0.0,0.0
Santa Rosa International Airport,ETR,Machala,Ecuador,South America,0.0,0.0
Eloy Alfaro International Airport,MEC,Manta,Ecuador,South America,0.0,0.0
Mariscal Sucre International Airport,UIO,Quito,Ecuador,South America,-0.1292,-78.3576
Teniente Coronel Luis a Mantilla International Airport,TUA,Tulcán,Ecuador,South America,0.0,0.0
RAF Mount Pleasant,MPN,Mount Pleasant,Falkland Islands,South America,0.0,0.0
Cayenne – Félix Eboué Airport,CAY,Cayenne,French Guiana,South America,0.0,0.0
Cheddi Jagan International Airport,GEO,Georgetown,Guyana,South America,0.0,0.0
Silvio Pettirossi International Airport,ASU,Asunción,Paraguay,South America,0.0,0.0
Guaraní International Airport,AGT,Ciudad del Este,Paraguay,South America,0.0,0.0
Rodríguez Ballón International Airport,AQP,Arequipa,Peru,South America,0.0,0.0
José Quiñones González International Airport,CIX,Chiclayo,Peru,South America,0.0,0.0
Alejandro Velasco Astete International Airport,CUZ,Cusco,Peru,South America,0.0,0.0
Jorge Chávez International Airport,LIM,Lima,Peru,South America,-12.0219,-77.1143
Carlos Martínez de Pinillos International Airport,TRU,Trujillo,Peru,South America,0.0,0.0
Johan Adolf Pengel International Airport,PBM,Paramaribo,Suriname,South America,0.0,0.0
Carrasco International Airport,MVD,Montevideo,Uruguay,South America,0.0,0.0
Capitán de Corbeta Carlos A. Curbelo International Airport,PDP,Punta del Este,Uruguay,South America,0.0,0.0
Rivera International Airport,RVY,Rivera,Uruguay,South America,0.0,0.0
Simón Bolívar International Airport,CCS,Caracas,Venezuela,South America,10.6013,-66.9911
La Chinita International Airport,MAR,Maracaibo,Venezuela,South America,0.0,0.0
Arturo Michelena International Airport,VLN,Valencia,Venezuela,South America,0.0,0.0
Aktau Airport,SCO,Aktau,Kazakhstan,Central Asia,0.0,0.0
Aktobe International Airport,AKX,Aktobe,Kazakhstan,Central Asia,0.0,0.0
Almaty International Airport,ALA,Almaty,Kazakhstan,Central Asia,0.0,0.0
Nursultan Nazarbayev International Airport,NQZ,Astana,Kazakhstan,Central Asia,0.0,0.0
Atyrau Airport,GUW,Atyrau,Kazakhstan,Central Asia,0.0,0.0
Karaganda Airport,KGF,Karaganda,Kazakhstan,Central Asia,0.0,0.0
Kokshetau Airport,KOV,Kokshetau,Kazakhstan,Central Asia,0.0,0.0
Kostanay Airport,KSN,Kostanay,Kazakhstan,Central Asia,0.0,0.0
Kyzylorda Airport,KZO,Kyzylorda,Kazakhstan,Central Asia,0.0,0.0
Oral Ak Zhol Airport,URA,Oral,Kazakhstan,Central Asia,0.0,0.0
Oskemen Airport,UKK,Oskemen,Kazakhstan,Central Asia,0.0,0.0
Pavlodar Airport,PWQ,Pavlodar,Kazakhstan,Central Asia,0.0,0.0
Petropavl Airport,PPK,Petropavl,Kazakhstan,Central Asia,0.0,0.0
Semey Airport,PLX,Semey,Kazakhstan,Central Asia,0.0,0.0
Şymkent International Airport,CIT,Şymkent,Kazakhstan,Central Asia,0.0,0.0
Taraz Airport,DMB,Taraz,Kazakhstan,Central Asia,0.0,0.0
Manas International Airport,FRU,Bishkek,Kyrgyzstan,Central Asia,0.0,0.0
Issyk-Kul International Airport,IKU,Issyk-Kul,Kyrgyzstan,Central Asia,0.0,0.0
Osh Airport,OSS,Osh,Kyrgyzstan,Central Asia,0.0,0.0
Bokhtar International Airport,KQT,Bokhtar,Tajikistan,Central Asia,0.0,0.0
Dushanbe Airport,DYU,Dushanbe,Tajikistan,Central Asia,0.0,0.0
Khujand Airport,LBD,Khujand,Tajikistan,Central Asia,0.0,0.0
Kulob Airport,TJU,Kulob,Tajikistan,Central Asia,0.0,0.0
Ashgabat Airport,ASB,Ashgabat,Turkmenistan,Central Asia,0.0,0.0
Daşoguz Airport,TAZ,Daşoguz,Turkmenistan,Central Asia,0.0,0.0
Mary International Airport,MYP,Mary,Turkmenistan,Central Asia,0.0,0.0
Turkmenabat International Airport,CRZ,Türkmenabat,Turkmenistan,Central Asia,0.0,0.0
Turkmenbashi International Airport,KRW,Turkmenbashi,Turkmenistan,Central Asia,0.0,0.0
Andizhan Airport,AZN,Andijan,Uzbekistan,Central Asia,0.0,0.0
Bukhara International Airport,BHK,Bukhara,Uzbekistan,Central Asia,0.0,0.0
Fergana International Airport,FEG,Fergana,Uzbekistan,Central Asia,0.0,0.0
Karshi Airport,KSQ,Qarshi,Uzbekistan,Central Asia,0.0,0.0
Namangan Airport,NMA,Namangan,Uzbekistan,Central Asia,0.0,0.0
Navoiy International Airport,NVI,Navoiy,Uzbekistan,Central Asia,0.0,0.0
Nukus Airport,NCU,Nukus,Uzbekistan,Central Asia,0.0,0.0
Samarkand International Airport,SKD,Samarkand,Uzbekistan,Central Asia,0.0,0.0
Islam Karimov Tashkent International Airport,TAS,Tashkent,Uzbekistan,Central Asia,0.0,0.0
Termez Airport,TMJ,Termez,Uzbekistan,Central Asia,0.0,0.0
Urgench International Airport,UGC,Urgench,Uzbekistan,Central Asia,0.0,0.0
Baotou Donghe international Airport,BAV,Baotou,China,Eastern Asia,0.0,0.0
Beihai Fucheng Airport,BHY,Beihai,China,Eastern Asia,0.0,0.0
Beijing Capital International Airport,PEK,Beijing,China,Eastern Asia,40.0799,116.6031
Changchun Longjia International Airport,CGQ,Changchun,China,Eastern Asia,0.0,0.0
Changsha Huanghua International Airport,CSX,Changsha,China,Eastern Asia,0.0,0.0
Changzhou Benniu International Airport,CZX,Changzhou,China,Eastern Asia,0.0,0.0
Chengdu Shuangliu International Airport,CTU,Chengdu,China,Eastern Asia,0.0,0.0
Chongqing Jiangbei International Airport,CKG,Chongqing,China,Eastern Asia,0.0,0.0
Dalian Zhoushuizi International Airport,DLC,Dalian,China,Eastern Asia,0.0,0.0
Dandong Langtou Airport,DDG,Dandong,China,Eastern Asia,0.0,0.0
Datong Yungang Airport,DAT,Datong,China,Eastern Asia,0.0,0.0
Dunhuang Mogao International Airport,DNH,Dunhuang,China,Eastern Asia,0.0,0.0
Enshi Xujiaping Airport,ENH,Enshi City,China,Eastern Asia,0.0,0.0
Fuzhou Changle International Airport,FOC,Fuzhou,China,Eastern Asia,0.0,0.0
Ganzhou Huangjin Airport,KOW,Ganzhou,China,Eastern Asia,0.0,0.0
Guangzhou Baiyun International Airport,CAN,Guangzhou,China,Eastern Asia,0.0,0.0
Guilin Liangjiang International Airport,KWL,Guilin,China,Eastern Asia,0.0,0.0
Guiyang Longdongbao International Airport,KWE,Guiyang,China,Eastern Asia,0.0,0.0
Haikou Meilan International Airport,HAK,Haikou,China,Eastern Asia,0.0,0.0
Hangzhou Xiaoshan International Airport,HGH,Hangzhou,China,Eastern Asia,0.0,0.0
Harbin Taiping International Airport,HRB,Harbin,China,Eastern Asia,0.0,0.0
Hefei Xinqiao International Airport,HFE,Hefei,China,Eastern Asia,0.0,0.0
Heihe Aihui Airport,HEK,Heihe,China,Eastern Asia,0.0,0.0
Hohhot Baita International Airport,HET,Hohhot,China,Eastern Asia,0.0,0.0
Huai'an Lianshui International Airport,HIA,Huai'an,China,Eastern Asia,0.0,0.0
Huangshan Tunxi International Airport,TXN,Huangshan City,China,Eastern Asia,0.0,0.0
Hulunbuir Hailar Airport,HLD,Hulunbuir,China,Eastern Asia,0.0,0.0
Jiamusi Dongjiao Airport,JMU,Jiamusi,China,Eastern Asia,0.0,0.0
Jieyang Chaoshan International Airport,SWA,Jieyang,China,Eastern Asia,0.0,0.0
Jinan Yaoqiang International Airport,TNA,Jinan,China,Eastern Asia,0.0,0.0
Kunming Changshui International Airport,KMG,Kunming,China,Eastern Asia,0.0,0.0
Lanzhou Zhongchuan International Airport,LHW,Lanzhou,China,Eastern Asia,0.0,0.0
Lhasa Gonggar Airport,LXA,Lhasa,China,Eastern Asia,0.0,0.0
Lianyungang Baitabu Airport,LYG,Lianyungang,China,Eastern Asia,0.0,0.0
Lijiang Sanyi International Airport,LJG,Lijiang,China,Eastern Asia,0.0,0.0
Linyi Qiyang Airport,LYI,Linyi,China,Eastern Asia,0.0,0.0
Luoyang Beijiao Airport,LYA,Luoyang,China,Eastern Asia,0.0,0.0
Dehong Mangshi Airport,LUM,Mangshi,China,Eastern Asia,0.0,0.0
Manzhouli Xijiao Airport,NZH,Manzhouli,China,Eastern Asia,0.0,0.0
Mudanjiang Hailang International Airport,MDG,Mudanjiang,China,Eastern Asia,0.0,0.0
Nanchang Changbei International Airport,KHN,Nanchang,China,Eastern Asia,0.0,0.0
Nanjing Lukou International Airport,NKG,Nanjing,China,Eastern Asia,0.0,0.0
Nanning Wuxu International Airport,NNG,Nanning,China,Eastern Asia,0.0,0.0
Nantong Xingdong International Airport,NTG,Nantong,China,Eastern Asia,0.0,0.0
Ningbo Lishe International Airport,NGB,Ningbo,China,Eastern Asia,0.0,0.0
Ordos Ejin Horo International Airport,DSN,Ordos City,China,Eastern Asia,0.0,0.0
Qingdao Jiaodong International Airport,TAO,Qingdao,China,Eastern Asia,0.0,0.0
Qinhuangdao Beidaihe Airport,BPE,Qinhuangdao,China,Eastern Asia,0.0,0.0
Qionghai Bo'ao International Airport,BAR,Qionghai,China,Eastern Asia,0.0,0.0
Qiqihar Sanjiazi Airport,NDG,Qiqihar,China,Eastern Asia,0.0,0.0
Quanzhou Jinjiang International Airport,JJN,Quanzhou,China,Eastern Asia,0.0,0.0
Sanya Phoenix International Airport,SYX,Sanya,China,Eastern Asia,0.0,0.0
Shanghai Hongqiao International Airport,SHA,Shanghai,China,Eastern Asia,0.0,0.0
Shenyang Taoxian International Airport,SHE,Shenyang,China,Eastern Asia,0.0,0.0
Shenzhen Bao'an International Airport,SZX,Shenzhen,China,Eastern Asia,0.0,0.0
Shijiazhuang Zhengding International Airport,SJW,Shijiazhuang,China,Eastern Asia,0.0,0.0
Taiyuan Wusu International Airport,TYN,Taiyuan,China,Eastern Asia,0.0,0.0
Tianjin Binhai International Airport,TSN,Tianjin,China,Eastern Asia,0.0,0.0
Ulanqab Jining Airport,UCB,Ulanqab,China,Eastern Asia,0.0,0.0
Ürümqi Diwopu International Airport,URC,Ürümqi,China,Eastern Asia,0.0,0.0
